-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,145,146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,147,148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,42,32,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,33,41,-1,-1,-1,-1,-1,-1,42,6,41,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,42,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,41,-1,-1,-1,-1,42,54,-1,53,41,-1,-1,-1,-1,-1,-1,-1
-1,-1,125,126,42,54,65,98,126,127,129,130,131,-1,171,-1,129,130,131,130,131,98,64,53,41,-1,-1,42,54,-1,-1,-1,53,41,-1,-1,-1,-1,-1,-1
5,102,4,5,20,20,20,49,32,33,4,5,6,7,4,5,6,7,5,32,33,49,20,20,20,6,7,54,-1,-1,-1,-1,-1,53,41,-1,-1,-1,-1,-1
-1,102,-1,-1,-1,-1,-1,-1,65,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,114,115,-1,53,41,-1,-1,127,144
-1,102,-1,-1,-1,-1,-1,-1,65,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,10,11,65,53,17,102,32,33
-1,102,-1,-1,-1,-1,-1,-1,65,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,-1,-1,-1,-1,-1,-1,-1,64,-1,102,-1,-1
-1,102,-1,-1,-1,-1,-1,-1,65,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,98,-1,-1,-1,-1,-1,-1,64,-1,102,-1,-1
-1,102,-1,-1,-1,-1,-1,-1,65,65,121,122,123,-1,-1,-1,-1,-1,-1,101,-1,-1,96,110,111,-1,-1,64,144,98,98,-1,-1,98,98,64,-1,102,-1,-1
-1,156,-1,-1,-1,170,-1,-1,65,65,5,6,7,102,7,7,7,7,7,7,7,7,7,7,7,7,7,64,64,145,147,98,98,146,145,64,-1,102,-1,-1
0,0,0,0,0,0,0,-1,65,65,43,-1,-1,103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,64,64,148,148,64,64,64,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,65,44,-1,-1,-1,103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,64,64,64,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,42,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,42,54,144,-1,-1,-1,-1,-1,97,-1,168,-1,-1,-1,-1,112,113,-1,-1,-1,-1,168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,156,-1,-1
0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,37,38,39,62,13,13,14,12,13,14,15,16,62,63,64,65,66,67,68,69,38,39,12,13,14,15,16,65,14,28,68,69,36,37,38,14,14,14,14
